"spkid","pha","H","e","a","q","i","moid","class","om","ad","per_y","epoch"
3727661,N,21.60,0.3416,1.791,1.179,6.07,0.189,AMO,221.21,2.40,2.4,2460200.5
3727660,N,24.10,0.0872,1.114,1.017,5.69,0.0301,APO,312.65,1.21,1.18,2460200.5
3727662,N,22.90,0.4140,2.116,1.240,1.85,0.231,AMO,128.70,2.99,3.08,2460200.5
3727663,N,24.20,0.4962,2.158,1.087,7.78,0.08,AMO,163.30,3.23,3.17,2460200.5
3728228,N,23.60,0.2125,1.511,1.190,11.57,0.197,AMO,167.80,1.83,1.86,2460200.5
3728368,N,19.15,0.5088,2.645,1.299,26.30,0.554,AMO,50.41,3.99,4.3,2460200.5
3728373,Y,19.63,0.4981,2.039,1.023,42.16,0.0262,AMO,174.22,3.05,2.91,2460200.5
3728374,N,27.80,0.6818,2.294,0.730,6.25,0.00362,APO,167.82,3.86,3.47,2457279.5
3727640,N,25.30,0.2524,0.8398,0.628,13.19,0.00524,ATE,352.07,1.05,0.77,2460200.5
3727664,N,26.60,0.1744,1.247,1.030,12.56,0.0253,AMO,175.61,1.46,1.39,2460200.5
3727665,N,23.40,0.0552,1.311,1.238,26.14,0.231,AMO,166.24,1.38,1.5,2457282.5
3727666,N,24.25,0.2657,0.8614,0.633,20.08,0.0799,ATE,176.26,1.09,0.8,2460200.5
3727667,N,26.40,0.3334,1.184,0.789,6.41,0.00453,APO,175.84,1.58,1.29,2460200.5
3728230,N,22.90,0.7820,2.528,0.551,8.40,0.0573,APO,188.41,4.50,4.02,2457287.5
3728229,N,26.40,0.5613,2.29,1.005,0.50,0.000435,APO,339.22,3.58,3.47,2460200.5
3728231,N,28.10,0.1780,1.183,0.972,5.61,0.00615,APO,175.45,1.39,1.29,2460200.5
3728233,N,28.40,0.3811,1.627,1.007,1.20,0.00663,APO,173.96,2.25,2.07,2460200.5
3728372,N,24.50,0.5612,1.912,0.839,3.46,0.0155,APO,350.43,2.99,2.64,2457285.5
3728371,N,20.16,0.2502,1.683,1.262,29.36,0.355,AMO,181.83,2.10,2.18,2460200.5
3728370,N,26.20,0.4612,1.696,0.914,7.86,0.0249,APO,355.76,2.48,2.21,2457286.5
3728375,N,25.40,0.2828,1.447,1.038,15.11,0.0379,AMO,179.35,1.86,1.74,2460200.5
3728523,N,23.30,0.4871,0.9187,0.471,3.17,0.00771,ATE,182.61,1.37,0.881,2460200.5
3728524,N,23.50,0.4461,1.835,1.016,7.30,0.0356,APO,194.72,2.65,2.49,2460200.5
3728565,N,23.90,0.1088,0.9944,0.886,9.17,0.0184,ATE,182.71,1.10,0.992,2460200.5
3728566,N,24.90,0.2244,1.316,1.021,20.36,0.0183,AMO,358.70,1.61,1.51,2457287.5
3728567,N,25.80,0.2331,1.372,1.053,8.15,0.049,AMO,179.36,1.69,1.61,2460200.5
3728572,N,20.80,0.5738,2.471,1.053,6.52,0.0891,AMO,282.06,3.89,3.88,2460200.5
3728573,N,19.43,0.4201,1.925,1.116,16.91,0.272,AMO,37.94,2.73,2.67,2460200.5
3728574,N,25.40,0.2414,1.201,0.911,4.29,0.00327,APO,184.08,1.49,1.32,2460200.5
3728643,N,23.80,0.6091,2.593,1.014,7.14,0.0258,APO,353.10,4.17,4.18,2457293.5
3728644,N,24.40,0.6153,2.152,0.828,21.82,0.0254,APO,182.35,3.48,3.16,2457289.5
3728645,N,27.70,0.6421,1.855,0.664,5.07,0.00649,APO,357.96,3.05,2.53,2460200.5
3728646,N,24.45,0.5356,2.076,0.964,8.45,0.0224,APO,356.19,3.19,2.99,2460200.5
3728732,N,25.50,0.4536,0.7338,0.401,3.35,0.0168,ATE,6.17,1.07,0.629,2457289.5
3728733,N,28.90,0.6197,2.372,0.902,2.38,0.000129,APO,359.53,3.84,3.65,2460200.5
3728853,N,25.00,0.3920,1.705,1.037,14.86,0.0393,AMO,187.61,2.37,2.23,2460200.5
3728857,Y,21.58,0.4990,1.243,0.623,5.26,0.044,APO,294.50,1.86,1.39,2460200.5
3728859,N,22.90,0.2350,1.156,0.885,19.20,0.0543,APO,185.07,1.43,1.24,2460200.5
3728860,N,22.95,0.3770,1.326,0.826,4.74,0.0362,APO,147.44,1.83,1.53,2460200.5
3728905,N,27.50,0.4273,1.753,1.004,1.63,0.0135,APO,186.44,2.50,2.32,2457291.5
3729134,N,19.59,0.5568,2.129,0.944,5.97,0.0532,APO,336.88,3.31,3.11,2460200.5
3738935,N,22.12,0.3463,1.543,1.009,11.47,0.0286,APO,244.93,2.08,1.92,2460200.5
3728901,N,21.57,0.1943,1.36,1.096,21.72,0.0987,AMO,193.98,1.62,1.59,2460200.5
3728897,N,27.40,0.1922,1.272,1.027,3.00,0.0268,AMO,190.82,1.52,1.43,2460200.5
3728899,N,23.90,0.3084,1.485,1.027,17.31,0.0916,AMO,2.14,1.94,1.81,2457300.5
3728896,N,24.75,0.4765,2.006,1.050,7.98,0.0504,AMO,0.14,2.96,2.84,2460200.5
3728902,N,22.50,0.7513,2.71,0.674,7.62,0.00471,APO,358.28,4.75,4.46,2457302.5
3728898,N,22.14,0.4988,1.1,0.551,10.79,0.05,APO,16.94,1.65,1.15,2460200.5
3728900,N,22.55,0.3996,1.564,0.939,15.23,0.0436,APO,190.90,2.19,1.96,2460200.5
3728904,N,25.40,0.4967,2.039,1.026,8.92,0.0602,AMO,7.41,3.05,2.91,2457300.5
3728906,N,22.90,0.7179,2.276,0.642,22.19,0.00514,APO,183.94,3.91,3.43,2457298.5
3728903,N,21.90,0.0806,1.326,1.219,6.17,0.229,AMO,341.81,1.43,1.53,2460200.5
3728907,N,25.40,0.3731,1.702,1.067,7.67,0.0793,AMO,196.30,2.34,2.22,2460200.5
3728919,N,20.36,0.4080,2.187,1.295,6.47,0.298,AMO,3.12,3.08,3.23,2457300.5
3728909,N,26.40,0.6072,2.597,1.020,1.11,0.0145,AMO,359.91,4.17,4.18,2457301.5
3728931,N,23.30,0.2054,1.504,1.195,14.52,0.208,AMO,193.86,1.81,1.85,2460200.5
3728932,N,22.67,0.2213,1.229,0.957,2.22,0.0113,APO,284.78,1.50,1.36,2460200.5
3728933,N,22.30,0.4387,1.362,0.764,26.02,0.0424,APO,23.83,1.96,1.59,2460200.5
3728934,N,23.90,0.5334,2.041,0.952,5.49,0.0578,APO,174.00,3.13,2.91,2460200.5
3729098,N,19.84,0.5841,2.63,1.094,25.02,0.377,AMO,43.40,4.17,4.27,2460200.5
3729135,N,24.20,0.4198,1.205,0.699,2.85,0.0417,APO,226.31,1.71,1.32,2457302.5
3729139,N,26.40,0.3767,1.207,0.752,1.46,0.00645,APO,352.14,1.66,1.33,2460200.5
3729138,N,26.50,0.6766,2.604,0.842,0.57,0.00486,APO,219.92,4.37,4.2,2460200.5
3729137,N,26.10,0.3468,1.482,0.968,18.09,0.0292,APO,13.49,2.00,1.8,2457304.5
3729136,N,27.20,0.4622,1.345,0.724,2.23,0.00261,APO,13.56,1.97,1.56,2460200.5
3729140,N,26.70,0.6070,2.522,0.991,1.12,0.00501,APO,17.12,4.05,4.01,2457306.5
3729141,N,27.40,0.6048,1.13,0.446,3.33,0.00233,APO,15.49,1.81,1.2,2457307.5
3729198,N,19.37,0.4450,2.33,1.293,3.43,0.288,AMO,41.75,3.37,3.56,2460200.5
3729229,N,20.53,0.5802,1.777,0.746,20.07,0.0528,APO,9.89,2.81,2.37,2460200.5
3729230,N,24.60,0.5491,1.579,0.712,3.84,0.0144,APO,172.52,2.45,1.98,2457304.5
3729231,N,25.10,0.2265,1.357,1.050,17.03,0.0998,AMO,193.24,1.66,1.58,2457305.5
3729233,N,26.70,0.4434,0.7464,0.415,3.99,0.00334,ATE,21.94,1.08,0.645,2460200.5
3729234,N,23.40,0.1400,1.304,1.122,22.70,0.134,AMO,194.01,1.49,1.49,2457305.5
3729275,Y,21.58,0.8740,2.262,0.285,6.11,0.0107,APO,32.32,4.24,3.4,2460200.5
3729278,N,22.20,0.4909,2.208,1.124,8.20,0.124,AMO,190.20,3.29,3.28,2460200.5
3729276,N,24.10,0.1004,1.191,1.072,3.35,0.0679,AMO,359.78,1.31,1.3,2460200.5
3729277,N,20.00,0.3836,1.199,0.739,31.86,0.146,APO,38.34,1.66,1.31,2460200.5
3729280,N,24.50,0.2077,1.282,1.016,16.91,0.0221,APO,18.20,1.55,1.45,2460200.5
3729281,N,29.34,0.1162,1.028,0.909,3.74,0.00147,APO,18.86,1.15,1.04,2460200.5
3729283,N,21.10,0.3408,1.46,0.962,21.12,0.137,APO,9.14,1.96,1.76,2460200.5
3729282,N,23.30,0.6010,2.584,1.031,4.96,0.039,AMO,197.62,4.14,4.15,2460200.5
3729284,N,23.54,0.2558,1.137,0.846,7.75,0.0283,APO,209.01,1.43,1.21,2460200.5
3729537,N,18.57,0.4190,2.074,1.205,7.21,0.22,AMO,111.54,2.94,2.99,2460200.5
3729536,N,19.74,0.5526,1.582,0.708,8.59,0.0974,APO,157.50,2.46,1.99,2460200.5
3729538,N,23.50,0.4209,2.064,1.195,6.34,0.218,AMO,5.93,2.93,2.96,2460200.5
3729539,N,26.30,0.6379,2.572,0.931,2.59,0.00217,APO,202.08,4.21,4.13,2460200.5
3729540,N,24.40,0.7780,2.318,0.515,3.07,0.0217,APO,218.79,4.12,3.53,2457307.5
3729541,N,22.60,0.7590,1.985,0.478,1.65,0.00133,APO,25.44,3.49,2.8,2460200.5
3729542,N,25.60,0.2617,1.179,0.870,6.10,0.0204,APO,194.66,1.49,1.28,2460200.5
3729543,N,24.60,0.5203,2.048,0.982,4.38,0.0649,APO,53.69,3.11,2.93,2457307.5
3729841,Y,19.59,0.6535,2.424,0.840,12.71,0.0213,APO,90.37,4.01,3.77,2460200.5
3729836,N,20.73,0.3766,1.813,1.130,8.44,0.2,AMO,192.06,2.50,2.44,2460200.5
3729834,N,27.70,0.1633,1.227,1.026,7.84,0.0305,AMO,196.79,1.43,1.36,2460200.5
3729839,N,21.30,0.4565,2.183,1.187,5.59,0.222,AMO,139.03,3.18,3.23,2460200.5
3729837,N,23.30,0.5222,2.402,1.148,7.88,0.155,AMO,20.08,3.66,3.72,2457306.5
3729840,N,21.64,0.1380,1.44,1.241,7.81,0.24,AMO,90.24,1.64,1.73,2460200.5
3729835,Y,20.03,0.8598,2.101,0.294,39.73,0.00373,APO,37.62,3.91,3.05,2460200.5
3729838,N,23.40,0.5536,2.367,1.057,2.57,0.0755,AMO,100.80,3.68,3.64,2460200.5
3729843,N,22.20,0.5889,1.975,0.812,5.72,0.0648,APO,285.97,3.14,2.77,2460200.5
3729842,N,24.20,0.2809,1.537,1.105,10.41,0.117,AMO,197.36,1.97,1.91,2460200.5
3729844,N,22.22,0.1923,1.421,1.148,15.79,0.252,AMO,197.70,1.69,1.69,2460200.5
3729845,N,24.40,0.1889,1.315,1.066,27.66,0.0945,AMO,199.34,1.56,1.51,2457308.5
3729846,Y,20.37,0.7168,2.972,0.842,12.79,0.000337,APO,351.85,5.10,5.12,2460200.5
3729847,N,19.30,0.5476,2.665,1.206,27.14,0.363,AMO,214.35,4.12,4.35,2460200.5
3729848,N,24.70,0.6271,1.903,0.710,22.80,0.00527,APO,12.56,3.10,2.62,2457308.5
3729849,N,24.50,0.3539,1.482,0.957,6.04,0.0477,APO,197.98,2.01,1.8,2460200.5
3730336,Y,19.39,0.5656,2.316,1.006,11.36,0.0347,APO,86.10,3.63,3.52,2460200.5
3730322,Y,21.29,0.6888,2.094,0.651,6.65,0.0486,APO,68.57,3.54,3.03,2460200.5
3730323,N,21.40,0.1965,1.498,1.204,8.34,0.243,AMO,153.14,1.79,1.83,2460200.5
3730320,N,24.53,0.5758,2.484,1.054,3.66,0.0795,AMO,193.27,3.91,3.91,2460200.5
3730338,N,23.60,0.5829,3.111,1.298,12.09,0.299,AMO,15.88,4.93,5.49,2457307.5
3730321,Y,21.60,0.6879,2.376,0.742,10.50,0.0393,APO,200.66,4.01,3.66,2460200.5
3730325,N,22.40,0.3032,1.52,1.059,39.08,0.202,AMO,194.11,1.98,1.87,2457307.5
3730326,N,20.87,0.2488,1.214,0.912,53.06,0.0552,APO,193.62,1.52,1.34,2460200.5
3730329,N,23.40,0.3162,1.621,1.109,4.44,0.116,AMO,131.93,2.13,2.06,2460200.5
3730328,N,21.12,0.3196,1.759,1.197,9.51,0.273,AMO,309.59,2.32,2.33,2460200.5
3730330,N,24.00,0.5437,2.497,1.139,8.53,0.149,AMO,197.89,3.85,3.95,2460200.5
3730331,N,21.80,0.4956,2.016,1.017,7.34,0.118,APO,182.16,3.01,2.86,2460200.5
3730332,N,21.00,0.4848,2.275,1.172,21.94,0.352,AMO,36.22,3.38,3.43,2460200.5
3730334,N,23.06,0.5666,1.343,0.582,9.81,0.104,APO,44.71,2.10,1.56,2460200.5
3730337,N,20.50,0.5361,2.583,1.198,8.08,0.219,AMO,101.77,3.97,4.15,2460200.5
3730333,N,26.00,0.3089,1.484,1.026,1.11,0.0304,AMO,47.98,1.94,1.81,2460200.5
3730339,N,24.60,0.6084,2.415,0.946,4.95,0.0244,APO,205.78,3.88,3.75,2460200.5
3730623,N,19.12,0.4033,2.154,1.286,7.17,0.293,AMO,8.49,3.02,3.16,2460200.5
3730340,N,23.60,0.6155,2.818,1.084,9.38,0.11,AMO,198.12,4.55,4.73,2460200.5
3730572,N,22.42,0.5501,2.033,0.915,11.66,0.0376,APO,33.16,3.15,2.9,2460200.5
3730573,N,19.99,0.3714,2.024,1.272,6.51,0.287,AMO,114.69,2.78,2.88,2460200.5
3730574,Y,18.19,0.5376,1.573,0.728,13.79,0.0401,APO,159.77,2.42,1.97,2460200.5
3730581,N,20.10,0.4447,2.134,1.185,7.30,0.195,AMO,87.47,3.08,3.12,2460200.5
3730569,N,18.80,0.4771,1.539,0.805,27.17,0.193,APO,250.98,2.27,1.91,2460200.5
3730571,N,23.30,0.1633,1.226,1.026,11.24,0.0534,AMO,231.49,1.43,1.36,2460200.5
3730570,N,20.58,0.4473,2.34,1.293,12.61,0.375,AMO,215.54,3.39,3.58,2460200.5
3730578,N,22.60,0.4226,2.16,1.247,5.33,0.254,AMO,215.02,3.07,3.17,2460200.5
3730692,N,21.00,0.4529,2.34,1.280,6.20,0.298,AMO,273.68,3.40,3.58,2460200.5
3730576,N,24.40,0.4410,1.298,0.726,2.40,0.00566,APO,356.02,1.87,1.48,2457309.5
3730579,N,24.40,0.4092,1.859,1.098,15.94,0.125,AMO,199.27,2.62,2.53,2460200.5
3730575,N,23.20,0.3081,1.504,1.041,7.61,0.092,AMO,49.04,1.97,1.84,2460200.5
3730577,N,23.30,0.5264,2.199,1.041,4.13,0.0813,AMO,79.79,3.36,3.26,2460200.5
3730580,Y,21.58,0.4996,1.219,0.610,5.73,0.0347,APO,111.34,1.83,1.35,2460200.5
3730582,N,24.20,0.4126,1.785,1.048,5.89,0.0723,AMO,228.36,2.52,2.38,2460200.5
3730583,N,26.20,0.4215,1.734,1.003,10.65,0.0143,APO,20.42,2.47,2.28,2460200.5
3730728,N,22.80,0.4335,2.052,1.162,21.51,0.18,AMO,217.27,2.94,2.94,2460200.5
3730726,N,21.89,0.2765,1.229,0.889,28.23,0.105,APO,19.33,1.57,1.36,2460200.5
3730730,N,22.97,0.5104,1.446,0.708,5.80,0.0105,APO,195.39,2.18,1.74,2460200.5
3730731,Y,21.90,0.6073,2.41,0.946,3.68,0.0145,APO,170.12,3.87,3.74,2460200.5
3730729,N,24.90,0.6059,2.403,0.947,12.88,0.0277,APO,210.93,3.86,3.72,2457312.5
3730727,N,23.60,0.5192,1.964,0.945,8.15,0.0395,APO,26.24,2.98,2.75,2460200.5
3730800,N,25.20,0.5452,2.432,1.106,3.26,0.113,AMO,212.96,3.76,3.79,2460200.5
3730801,N,25.40,0.4993,1.143,0.573,3.32,0.00458,APO,191.05,1.71,1.22,2460200.5
3730802,N,24.60,0.2503,0.8855,0.664,10.80,0.0252,ATE,4.47,1.11,0.833,2460200.5
3731242,Y,19.91,0.6310,1.616,0.596,48.91,0.0304,APO,13.92,2.64,2.05,2457310.5
3731244,Y,18.33,0.5988,2.201,0.883,9.59,0.0279,APO,194.27,3.52,3.27,2460200.5
3731245,N,21.04,0.5584,2.552,1.127,15.14,0.114,AMO,322.53,3.98,4.08,2457317.5
3731246,N,19.60,0.5406,2.688,1.235,9.25,0.222,AMO,141.45,4.14,4.41,2460200.5
3731585,N,27.30,0.4054,1.721,1.023,2.75,0.0322,AMO,219.23,2.42,2.26,2457310.5
3731679,N,21.00,0.5400,2.67,1.228,7.30,0.258,AMO,91.65,4.11,4.36,2460200.5
54182373,,23.76,0.2961,1.548,1.090,12.36,,AMO,354.23,2.01,1.93,2459400.5
3777764,N,20.70,0.4392,2.025,1.135,10.22,0.201,AMO,64.27,2.91,2.88,2460200.5
3731243,N,24.70,0.5359,2.239,1.039,3.02,0.0442,AMO,207.61,3.44,3.35,2460200.5
3731584,N,19.91,0.5237,2.25,1.071,5.99,0.131,AMO,194.81,3.43,3.37,2460200.5
3731587,N,22.81,0.3258,1.296,0.873,11.85,0.0592,APO,7.68,1.72,1.47,2460200.5
3731588,N,25.40,0.6183,2.466,0.942,2.08,0.00956,APO,75.07,3.99,3.87,2457315.5
3731680,N,26.40,0.3211,1.052,0.714,3.26,0.00483,APO,201.87,1.39,1.08,2460200.5
3732114,N,25.80,0.2395,1.06,0.806,0.90,0.0155,APO,95.23,1.31,1.09,2460200.5
3732115,N,19.42,0.4326,1.327,0.753,45.05,0.251,APO,50.06,1.90,1.53,2460200.5
3732116,N,21.40,0.7294,2.326,0.630,3.82,0.0628,APO,132.52,4.02,3.55,2460200.5
3732117,N,24.10,0.6070,2.266,0.890,8.62,0.0665,APO,39.26,3.64,3.41,2457319.5
3732123,Y,20.34,0.4228,1.763,1.017,19.36,0.0256,AMO,221.81,2.51,2.34,2460200.5
3732124,N,22.40,0.5404,2.318,1.065,3.31,0.0855,AMO,303.01,3.57,3.53,2460200.5
3732125,N,22.90,0.3198,1.68,1.142,23.61,0.156,AMO,197.58,2.22,2.18,2460200.5
3732504,N,22.50,0.1949,1.118,0.900,15.54,0.00548,APO,194.41,1.34,1.18,2460200.5
3732669,N,26.10,0.3852,0.8531,0.524,4.74,0.000414,ATE,26.50,1.18,0.788,2460200.5
3732675,Y,20.14,0.3688,1.555,0.982,20.95,0.0447,APO,239.10,2.13,1.94,2460200.5
3732676,N,24.89,0.3059,1.388,0.963,7.34,0.021,APO,24.94,1.81,1.63,2460200.5
3732677,N,27.80,0.3026,1.32,0.921,4.24,6.14e-05,APO,28.98,1.72,1.52,2460200.5
3732686,N,20.93,0.4086,2.041,1.207,5.21,0.221,AMO,242.70,2.88,2.92,2460200.5
3732887,N,20.50,0.6630,2.447,0.825,9.55,0.0665,APO,159.01,4.07,3.83,2460200.5
3732894,N,19.63,0.1862,1.325,1.078,21.04,0.0871,AMO,225.02,1.57,1.53,2460200.5
3732893,N,21.40,0.4611,2.369,1.276,6.52,0.302,AMO,84.18,3.46,3.65,2460200.5
3732896,N,20.90,0.7758,2.167,0.486,34.00,0.239,APO,26.53,3.85,3.19,2460200.5
3732906,N,26.30,0.6467,2.624,0.927,1.14,0.0032,APO,219.37,4.32,4.25,2460200.5
3732907,N,22.80,0.4886,1.839,0.940,3.38,0.0273,APO,326.86,2.74,2.49,2460200.5
3733141,N,18.84,0.5331,2.772,1.294,53.63,0.554,AMO,93.34,4.25,4.61,2460200.5
3732909,N,25.80,0.1247,1.099,0.962,8.36,0.00957,APO,216.34,1.24,1.15,2460200.5
3733145,N,24.40,0.1047,1.137,1.018,4.01,0.0228,AMO,212.75,1.26,1.21,2460200.5
3733133,N,20.94,0.3417,1.751,1.153,25.57,0.272,AMO,34.31,2.35,2.32,2460200.5
3733132,N,23.69,0.2091,1.439,1.138,3.18,0.151,AMO,257.88,1.74,1.73,2460200.5
3733134,N,26.20,0.4499,1.709,0.940,10.10,0.00453,APO,42.92,2.48,2.23,2460200.5
3733131,N,23.10,0.5118,2.323,1.134,5.21,0.147,AMO,250.34,3.51,3.54,2460200.5
3733129,N,25.00,0.3625,1.691,1.078,2.74,0.0861,AMO,227.70,2.30,2.2,2460200.5
3733130,N,23.60,0.1299,0.9852,0.857,20.91,0.122,ATE,227.16,1.11,0.978,2460200.5
3733135,N,27.20,0.1456,1.133,0.968,4.84,0.00668,APO,33.43,1.30,1.21,2460200.5
3733139,N,25.10,0.1873,1.056,0.858,16.14,0.0198,APO,222.97,1.25,1.09,2460200.5
3733140,Y,21.00,0.5674,2.245,0.971,1.90,0.03,APO,98.28,3.52,3.36,2460200.5
3733144,N,23.77,0.5371,1.878,0.869,5.16,0.0378,APO,17.43,2.89,2.57,2457323.5
3733136,N,23.20,0.4558,1.672,0.910,30.48,0.0789,APO,217.04,2.43,2.16,2457330.5
3733142,N,27.40,0.3901,1.658,1.011,1.14,0.0179,APO,218.62,2.31,2.14,2460200.5
3733137,N,24.00,0.4078,1.878,1.112,14.60,0.124,AMO,36.14,2.64,2.57,2460200.5
3733138,N,26.60,0.4266,0.9775,0.561,11.96,0.00288,ATE,38.06,1.39,0.967,2460200.5
3733147,N,21.00,0.3686,1.586,1.001,19.24,0.147,APO,214.30,2.17,2,2460200.5
3733262,N,21.67,0.4097,2.068,1.221,8.19,0.246,AMO,156.21,2.92,2.97,2460200.5
3733258,N,20.28,0.2980,1.844,1.295,30.68,0.432,AMO,46.15,2.39,2.5,2460200.5
3733260,N,20.70,0.5670,2.994,1.297,19.79,0.309,AMO,56.77,4.69,5.18,2460200.5
3733259,N,23.20,0.5595,1.973,0.869,9.20,0.0262,APO,22.21,3.08,2.77,2457331.5
3733261,N,24.20,0.4284,1.667,0.953,5.72,0.00926,APO,20.29,2.38,2.15,2457332.5
3733263,N,25.20,0.4738,1.938,1.020,6.20,0.0573,AMO,219.14,2.86,2.7,2460200.5
3733264,N,27.40,0.0743,1.053,0.975,0.87,0.00732,APO,186.15,1.13,1.08,2460200.5
3733265,N,24.60,0.6899,2.006,0.622,6.70,0.0068,APO,41.93,3.39,2.84,2460200.5
3733271,N,27.40,0.2289,1.32,1.018,2.07,0.0326,AMO,49.48,1.62,1.52,2460200.5
3733272,N,19.46,0.5079,2.33,1.147,32.08,0.201,AMO,233.74,3.51,3.56,2460200.5
3733295,N,21.80,0.4761,2.048,1.073,6.33,0.105,AMO,232.71,3.02,2.93,2460200.5
3733296,N,22.60,0.5017,2.152,1.072,6.45,0.132,AMO,75.52,3.23,3.16,2460200.5
3733297,N,24.90,0.3795,1.62,1.005,6.33,0.0372,APO,218.38,2.24,2.06,2460200.5
3733298,N,24.30,0.4421,1.415,0.790,2.24,0.0328,APO,125.47,2.04,1.68,2460200.5
3733299,N,23.50,0.6352,1.352,0.493,15.80,0.0675,APO,31.91,2.21,1.57,2457333.5
3733300,N,22.60,0.4225,0.7082,0.409,16.98,0.00984,ATE,41.61,1.01,0.596,2460200.5
3733301,N,24.40,0.2313,1.333,1.025,6.69,0.0452,AMO,237.65,1.64,1.54,2460200.5
3733302,N,24.10,0.6119,2.717,1.055,18.83,0.0754,AMO,224.90,4.38,4.48,2457336.5
3733852,N,21.76,0.5679,1.425,0.616,4.28,0.071,APO,310.83,2.23,1.7,2460200.5
3733854,N,21.60,0.6369,2.605,0.946,23.80,0.201,APO,45.51,4.26,4.21,2460200.5
3733850,N,25.10,0.1833,1.297,1.060,12.26,0.0774,AMO,229.76,1.54,1.48,2460200.5
3733851,N,27.40,0.5792,2.198,0.925,0.92,0.00248,APO,47.29,3.47,3.26,2460200.5
3733849,N,28.30,0.2885,0.9092,0.647,0.71,0.00233,ATE,51.69,1.17,0.867,2460200.5
3733853,N,26.10,0.6199,1.888,0.718,16.31,0.0128,APO,45.98,3.06,2.59,2460200.5
3733855,N,27.50,0.5915,1.842,0.753,3.64,0.00266,APO,223.38,2.93,2.5,2457335.5
3733857,N,26.30,0.2444,1.332,1.006,18.26,0.0154,APO,44.08,1.66,1.54,2460200.5
3733856,N,28.30,0.6988,2.091,0.630,0.72,0.000319,APO,44.13,3.55,3.02,2457334.5
3733858,N,21.50,0.8482,1.193,0.181,8.53,0.0828,APO,1.43,2.21,1.3,2457334.5
3733859,N,27.40,0.3763,1.481,0.924,1.49,0.00614,APO,217.04,2.04,1.8,2460200.5
3733860,N,23.00,0.3163,1.66,1.135,3.55,0.155,AMO,329.29,2.18,2.14,2460200.5
3733861,N,26.00,0.1708,1.166,0.967,17.99,0.0232,APO,45.20,1.37,1.26,2460200.5
3733862,N,30.60,0.1080,0.9348,0.834,2.48,0.000662,ATE,224.51,1.04,0.904,2460200.5
3733936,N,20.80,0.5095,2.17,1.064,4.00,0.0742,AMO,258.43,3.28,3.2,2460200.5
3733937,N,22.93,0.5635,2.188,0.955,8.61,0.0404,APO,230.86,3.42,3.24,2460200.5
3733938,N,23.30,0.5630,2.369,1.035,5.13,0.0855,AMO,284.94,3.70,3.65,2457335.5
3733941,N,20.77,0.6722,3.654,1.198,25.47,0.303,AMO,225.09,6.11,6.98,2460200.5
3733939,N,23.60,0.3352,1.17,0.778,19.34,0.0523,APO,227.32,1.56,1.26,2460200.5
3733940,N,26.10,0.5634,2.173,0.949,8.26,0.0502,APO,51.68,3.40,3.2,2457337.5
3733935,N,26.10,0.6039,2.042,0.809,4.62,0.0192,APO,235.55,3.27,2.92,2457337.5
3733933,N,27.70,0.2284,0.8517,0.657,13.38,0.0139,ATE,227.10,1.05,0.786,2460200.5
3733942,N,21.94,0.5208,2.511,1.203,13.28,0.215,AMO,228.84,3.82,3.98,2460200.5
3734098,N,24.60,0.1293,1.284,1.118,9.34,0.136,AMO,223.33,1.45,1.46,2460200.5
3734099,N,24.00,0.6170,2.586,0.990,16.61,0.015,APO,45.62,4.18,4.16,2457336.5
3734100,N,22.90,0.3602,1.716,1.098,30.38,0.108,AMO,45.62,2.33,2.25,2457338.5
3734102,N,26.40,0.5791,1.972,0.830,2.96,0.00245,APO,230.64,3.11,2.77,2457337.5
3734101,N,24.60,0.2243,1.392,1.080,29.70,0.0942,AMO,230.83,1.70,1.64,2457338.5
3734181,N,20.15,0.4334,1.301,0.737,15.88,0.253,APO,60.44,1.86,1.48,2460200.5
3734182,N,20.02,0.1776,1.355,1.114,25.68,0.136,AMO,72.42,1.60,1.58,2460200.5
3734183,N,24.10,0.5002,2.011,1.005,6.12,0.0186,APO,238.29,3.02,2.85,2460200.5
3734184,N,25.50,0.3986,1.594,0.959,33.30,0.069,APO,227.81,2.23,2.01,2457336.5
3734185,N,23.10,0.7066,2.268,0.666,2.75,0.0201,APO,197.66,3.87,3.42,2457339.5
3734186,N,20.02,0.8497,2.272,0.341,7.35,0.0967,APO,329.60,4.20,3.43,2460200.5
3734187,N,23.30,0.4371,1.977,1.113,32.72,0.121,AMO,43.84,2.84,2.78,2457338.5
3734188,N,22.47,0.6805,1.888,0.603,5.35,0.041,APO,195.68,3.17,2.59,2460200.5
3734190,N,22.30,0.2573,0.9588,0.712,18.98,0.193,ATE,22.86,1.21,0.939,2460200.5
3734469,N,23.20,0.2714,1.637,1.192,4.88,0.218,AMO,293.66,2.08,2.09,2460200.5
3734467,N,25.20,0.3236,1.504,1.017,4.27,0.021,AMO,206.98,1.99,1.84,2460200.5
3734470,N,24.70,0.6474,2.479,0.874,1.13,0.00697,APO,124.30,4.08,3.9,2460200.5
3734468,N,24.70,0.2005,1.042,0.833,3.78,0.0235,APO,44.54,1.25,1.06,2460200.5
3734471,N,24.00,0.1903,1.275,1.032,12.25,0.0426,AMO,50.83,1.52,1.44,2460200.5
3734557,N,22.70,0.5269,1.556,0.736,26.80,0.0626,APO,237.85,2.38,1.94,2457337.5
3734559,N,23.70,0.4518,2.046,1.121,5.16,0.139,AMO,282.31,2.97,2.93,2460200.5
